brand,cashback,offer,details,url,source,date_time
"VICKS®","$1.00","$1.00 OFF","ONE Vicks® VapoRub™ Product 1.76oz (50g) or 3.53oz (100g) (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:09
"Pure Leaf","$1.00","SAVE $1.00","on any ONE (1) Pure Leaf hot or iced bagged and loose teas","","https://www.coupons.com/coupons/",2017-05-05 14:53:10
"COVERGIRL®","$0.50","$0.50 OFF","ONE COVERGIRL Total Tease Mascara (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:10
"TAMPAX®","75¢","75¢ OFF","ONE Tampax® Radiant Tampon Product 16 ct or larger (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:10
"HUGGIES®","$1.50","GET $1.50 OFF","any ONE (1) package of HUGGIES® LITTLE SWIMMERS® Disposable Swimpants (10 ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:10
"Schick® Quattro for Women® Refill","$3.00","SAVE $3.00","on any ONE (1) Schick® Quattro for Women® Refill (excludes Schick® Men's Refill)","","https://www.coupons.com/coupons/",2017-05-05 14:53:10
"Gardein®","$1.00","$1.00 OFF","any ONE (1) Gardein Product","","https://www.coupons.com/coupons/",2017-05-05 14:53:10
"Barilla® ProteinPLUS®","$0.75","SAVE $0.75","on any TWO (2) Barilla® ProteinPLUS® Products","","https://www.coupons.com/coupons/",2017-05-05 14:53:11
"Sugar In The Raw®","$.50","SAVE $.50","on ONE (1) Sugar In The Raw® 100 Count Packet Box or 24oz. Bulk or Larger","","https://www.coupons.com/coupons/",2017-05-05 14:53:11
"MUSCLE MILK®","$3.00","SAVE $3.00","on any ONE (1) MUSCLE MILK® GENUINE Protein Powder, 1.93lbs","","https://www.coupons.com/coupons/",2017-05-05 14:53:11
"Sun® Clean & Fresh","$1.50","SAVE $1.50","on any ONE (1) Sun® Clean & Fresh Laundry Detergent (250oz Liquid) (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:11
"Hidden Valley® Simply Ranch","75¢","SAVE 75¢","on the purchase of ONE (1) Hidden Valley® Simply Ranch dressing (Redeemable at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:11
"PAMPERS®","$1.50","$1.50 OFF","ONE Pampers® Splashers Swim Diapers (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:11
"OFF!®","$2.00","SAVE $2.00","on any ONE (1) OFF!® Clip-On™ Mosquito Repellent Starter Kit","","https://www.coupons.com/coupons/",2017-05-05 14:53:11
"ALWAYS®","75¢","75¢ OFF","ONE Always® Infinity Pad (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:11
"CASCADE®","50¢","50¢ OFF","ONE Cascade® Dishwasher Cleaner (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:11
"True Lemon","$1.00","$1.00 OFF","On any 1 True Lemon/True Lime Lemonade or Unsweetened product not including 5 or 12 cts (Available at Walmart.)","","https://www.coupons.com/coupons/",2017-05-05 14:53:12
"KIWI®","$2.00","SAVE $2.00","on any ONE (1) KIWI® Cleaners Product","","https://www.coupons.com/coupons/",2017-05-05 14:53:12
"Purina ONE®","$0.75","SAVE $0.75","on four (4) 13 oz. cans of Purina ONE® SmartBlend® wet dog food, any variety","","https://www.coupons.com/coupons/",2017-05-05 14:53:12
"Newman's Own® Organics","$1.00","SAVE $1.00","on any ONE Newman's Own® Organics Salad Dressing","","https://www.coupons.com/coupons/",2017-05-05 14:53:12
"VENUS®","$1.00","$1.00 OFF","ONE Venus® Swirl™ OR Venus® & Olay® Razor (excludes disposables)","","https://www.coupons.com/coupons/",2017-05-05 14:53:12
"Allegra® Allergy","$3.00","SAVE $3.00","on any ONE (1) Allegra Allergy 5ct, 8ct or 15ct","","https://www.coupons.com/coupons/",2017-05-05 14:53:12
"CASCADE®","50¢","50¢ OFF","ONE Cascade® Rinse Aid Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:12
"GILLETTE®","$1.00","$1.00 OFF","ONE Gillette® Mach 3® OR Fusion® Disposable Razor (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:13
"ORAL-B®","50¢","50¢ OFF","ONE Oral-B® Adult 3DWhite™ Toothbrush (excludes Healthy Clean and trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:13
"VENUS®","$1.00","$1.00 OFF","ONE Daisy® Disposable Razor Pack 4ct or larger","","https://www.coupons.com/coupons/",2017-05-05 14:53:13
"WOOLITE®","$1.00","$1.00 OFF","any ONE (1) WOOLITE® Detergent (50oz. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:13
"Gerber®","$1.00","SAVE $1.00","off any THREE (3) Gerber® Graduates® Meals or Sides items","","https://www.coupons.com/coupons/",2017-05-05 14:53:13
"MUSCLE MILK®","$2.00","SAVE $2.00","on any TWO (2) MUSCLE MILK® PROTEIN BARS, 1.76oz or 2.25oz","","https://www.coupons.com/coupons/",2017-05-05 14:53:13
"Newman’s Own®","$1.00","SAVE $1.00","On any ONE Newman’s Own® Salad Dressing","","https://www.coupons.com/coupons/",2017-05-05 14:53:13
"PetArmor Plus for Dogs or Cats","$2.00","SAVE $2.00","when you buy any one (1) PetArmor® Plus for Dogs or Cats, 3 count or 6 count size","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"Soy Vay®","$0.75","SAVE $0.75","on any one (1) Soy Vay® Marinade","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"LYSOL®","$0.75","$0.75 OFF","any ONE (1) Lysol® Automatic Toilet Bowl Cleaner (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"CREST®","75¢","75¢ OFF","ONE Crest® 3D Whitening Mouthwash 237ml or larger (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"Allegra® Allergy","$5.00","SAVE $5.00","on any ONE (1) Allegra® Allergy 24Hr 24ct or larger","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"Earth Balance","$1.00","SAVE $1.00","on any ONE (1) Earth Balance® Product (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"PAMPERS®","$1.00","$1.00 OFF","ONE Pampers® Easy Ups Training Pants (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"FLONASE®","$4.00","SAVE $4.00","on any FLONASE® 120ct spray or larger","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"FIXODENT®","$1.00","$1.00 OFF","ONE Fixodent® Adhesive 2oz or larger (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"Purina® Pro Plan®","$5.00","SAVE $5.00","on one (1) bag of Purina® Pro Plan® brand dry Cat Food, any size, any variety. Available only at Pet Specialty Retailers","","https://www.coupons.com/coupons/",2017-05-05 14:53:14
"Liberté®","30¢","SAVE 30¢ ON ONE","when you buy ONE CUP any flavor Liberté® yogurt","","https://www.coupons.com/coupons/",2017-05-05 14:53:15
"Claritin®","$4.00","SAVE $4.00","on any Non Drowsy Claritin® Allergy Product (30ct or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:15
"L'Oreal Paris","$2.00","SAVE $2.00","on ANY ONE (1) L’Oreal Paris EVER shampoo or conditioner product","","https://www.coupons.com/coupons/",2017-05-05 14:53:15
"CLEAR CARE® Solution","$2.00","SAVE $2.00","On Any ONE (1) CLEAR CARE® Solution (12oz or Larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:15
"MUSCLE MILK®","$2.00","SAVE $2.00","on any TWO (2) MUSCLE MILK® 4-PACK PROTEIN SHAKES, 11OZ","","https://www.coupons.com/coupons/",2017-05-05 14:53:15
"OLAY® BODY","50¢","50¢ OFF","ONE Olay® Hand & Body Lotion (excludes In-Shower Body Lotion and trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:16
"Nicorette or NicoDerm","$10","SAVE $10","On any One (1) NicoDerm 14ct. or Nicorette product (72ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:17
"Children's Allegra® Allergy","$4.00","SAVE $4.00","on any ONE (1) Children's Allegra Allergy product","","https://www.coupons.com/coupons/",2017-05-05 14:53:17
"Agave In The Raw®","$.75","SAVE $.75","on one (1) Agave In The Raw® 18.5oz Bottle","","https://www.coupons.com/coupons/",2017-05-05 14:53:17
"Schwarzkopf","$2.00","$2.00 OFF","When You Buy One (1) Schwarzkopf® Gliss™ Hair Care Product","","https://www.coupons.com/coupons/",2017-05-05 14:53:17
"Children's RHINOCORT®","$6.00","SAVE $6.00","on any ONE (1) Children’s RHINOCORT® 60 spray","","https://www.coupons.com/coupons/",2017-05-05 14:53:17
"Claritin-D®","$4.00","SAVE $4.00","on any Non-Drowsy Claritin-D® Allergy Product (15ct or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:17
"Claritin®","$4.00","SAVE $4.00","on any Non Drowsy Children's Claritin® Chewables Allergy Product (20ct or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:17
"Claritin®","$2.00","SAVE $2.00","on Non Drowsy Claritin® Reditabs® (10ct)","","https://www.coupons.com/coupons/",2017-05-05 14:53:17
"Van's Simply Delicious®","$1.50","$1.50 OFF","any ONE (1) Van's Simply Delicious® Shelf Stable Product (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:18
"GILLETTE®","$1.00","$1.00 OFF","ONE Gillette® Sensor 2, Sensor 3, or Custom Plus 3 Disposable Razor 4ct or larger (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:18
"Starbucks VIA®","$2.25","SAVE $2.25","off any TWO (2) Starbucks VIA® Instant Coffees (4 ct. or higher)","","https://www.coupons.com/coupons/",2017-05-05 14:53:18
"FLONASE®","$2.00","SAVE $2.00","on 60 Spray FLONASE® or Children’s FLONASE® or larger","","https://www.coupons.com/coupons/",2017-05-05 14:53:18
"Seeds of Change®","$1.50","SAVE $1.50","on any TWO (2) Seeds of Change® Certified Organic Food Products","","https://www.coupons.com/coupons/",2017-05-05 14:53:18
"Zantac®","$3.00","SAVE $3.00","on any ONE (1) Zantac® 24ct+ or DUO Fusion™ 20ct+ product (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:18
"Claritin® Liqui-Gels®","$4.00","SAVE $4.00","on Non-Drowsy Claritin® Liqui-Gels® (30ct or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:19
"L'Oreal Paris","$3.00","SAVE $3.00","on ANY ONE (1) L'Oreal Paris Infallible Pro-Last 2-Step Lip product","","https://www.coupons.com/coupons/",2017-05-05 14:53:19
"PEPTO-BISMOL™","50¢","50¢ OFF","ONE Pepto-Bismol™ Liquid Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:19
"Van's Simply Delicious®","$1.50","$1.50 OFF","any ONE (1) Van's Simply Delicious® Shelf Stable Product (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:19
"ARM & HAMMER™","$1.00","SAVE $1.00","on ONE (1) ARM & HAMMER™ In-Wash Freshness Booster","","https://www.coupons.com/coupons/",2017-05-05 14:53:19
"GILLETTE®","$1.00","$1.00 OFF","ONE Gillette® Fusion® ProShield™ OR ProGlide™ System Razor (excludes disposables)","","https://www.coupons.com/coupons/",2017-05-05 14:53:19
"Scrubbing Bubbles®","$1.00","SAVE $1.00","on any ONE (1) Scrubbing Bubbles® Toilet cleaning product","","https://www.coupons.com/coupons/",2017-05-05 14:53:19
"VICKS®","$1.00","$1.00 OFF","ONE Vicks® NyQuil™ Product (excludes VapoDrops®, QlearQuil™, ZzzQuil™ and trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:20
"CREST®","$2.00","$2.00 OFF","ONE Crest® 3DWhite™ Glamorous White, 1 Hour Express, Professional Effects OR Supreme Flexfit Whitestrips™ (excludes trial/travel","","https://www.coupons.com/coupons/",2017-05-05 14:53:20
"Claritin®","$3.00","SAVE $3.00","on any Non Drowsy Children's Claritin® Syrup (4oz or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:20
"VICKS®","$1.00","$1.00 OFF","ONE ZzzQuil™ Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:20
"DEPEND®","$2.00","SAVE $2.00","on any ONE (1) package of DEPEND® Underwear (8 ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:21
"ALWAYS®","50¢","50¢ OFF","ONE Always® Wipes (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:21
"L'Oreal Paris","$2.00","SAVE $2.00","on ANY ONE (1) L'Oreal Paris Cosmetic Face product (excluding Magic Perfecting Base 0.17 FL oz. mini size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:21
"POISE®","$2.00","SAVE $2.00","on any ONE (1) package of POISE® IMPRESSA® Bladder Supports Sizing Kit or Size 1, 2, or 3 (6 ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:21
"KIWI®","$2.00","SAVE $2.00","on any ONE (1) KIWI® Express Shine™ Product (Sponge and Wipes)","","https://www.coupons.com/coupons/",2017-05-05 14:53:21
"alli","$5.00","$5.00 OFF","on ONE (1) alli® 120ct Refill Pack","","https://www.coupons.com/coupons/",2017-05-05 14:53:21
"McCafé®","$1.00","SAVE $1.00","on any ONE (1) McCafé® Coffee Canister (Redeemable at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:21
"Rachael Ray™ Nutrish®","$4.00","SAVE $4.00","on any ONE (1) 4 lb. bag or larger of Rachael Ray™ Nutrish® PEAK Dry Dog Food (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:21
"PediaSure®","$2.00","SAVE $2.00","on any TWO (2) PediaSure® products","","https://www.coupons.com/coupons/",2017-05-05 14:53:22
"Starbucks VIA®","$1.00","SAVE $1.00","off any ONE (1) Starbucks VIA® Instant Black Coffee (5ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:22
"METAMUCIL®","$2.00","$2.00 OFF","ONE Meta Product (excludes Meta Health Bar 1ct size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:22
"PRILOSEC OTC®","$2.00","$2.00 OFF","ONE Prilosec OTC® Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:22
"Pet Naturals of Vermont","$2.00","$2.00 OFF","On any ONE (1) Pet Naturals Supplement","","https://www.coupons.com/coupons/",2017-05-05 14:53:22
"Amopé GelActiv™","$5.00","$5.00 OFF","any ONE (1) Amopé GelActiv™ Insole","","https://www.coupons.com/coupons/",2017-05-05 14:53:22
"EVOL®","$2.00","SAVE $2.00","on Any ONE (1) EVOL® Multi Serve Meal (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:22
"HORMEL™ NATURAL CHOICE™ Brand","$1.00","SAVE $1.00","on the purchase of any one (1) HORMEL™ NATURAL CHOICE™ Snack","","https://www.coupons.com/coupons/",2017-05-05 14:53:23
"La Bella®","$1.50","$1.50 OFF","ONE (1) full-size La Bella® product","","https://www.coupons.com/coupons/",2017-05-05 14:53:23
"Sun®","$1.50","CLICK TO SAVE","Save $1.50 on Sun® Clean & Fresh laundry detergent. Cleans. Fights Stains. Freshens. Available at Walmart.","","https://www.coupons.com/coupons/",2017-05-05 14:53:23
"EVOL®","$1.00","SAVE $1.00","on any ONE (1) EVOL® Single Serve Meal (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:23
"Valvoline™","$8.00","SAVE $8.00","on TWO five quart jugs of Valvoline™ MaxLife™ or SynPower Motor Oil (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:23
"PEPTO-BISMOL™","$1.00","$1.00 OFF","TWO Pepto-Bismol™ Products (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:23
"VICKS®","$1.00","$1.00 OFF","ONE Vicks® DayQuil™ Product (excludes VapoDrops®, QlearQuil™, ZzzQuil™ and trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:23
"GILLETTE®","$1.00","$1.00 OFF","ONE Gillette® Mach 3® System Razor (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:23
"PediaSure®","$3.00","SAVE $3.00","on any THREE (3) PediaSure® products","","https://www.coupons.com/coupons/",2017-05-05 14:53:23
"Dulcolax®","$2.00","SAVE $2.00","on any ONE (1) Dulcolax® or DulcoEase® product 25ct+ (Redeemable at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:24
"PEPTO-BISMOL™","50¢","50¢ OFF","ONE Pepto-Bismol™ To Go Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:24
"FLONASE® Sensimist™","$3.00","SAVE $3.00","on any FLONASE® Sensimist™ 60ct or larger","","https://www.coupons.com/coupons/",2017-05-05 14:53:24
"PEPTO-BISMOL™","50¢","50¢ OFF","ONE Pepto-Bismol™ Caplets Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:24
"Buddy Fruits®","$0.50","SAVE $0.50","Buy Any 4 Buddy Fruits® 3.2 oz. Pouches, Save $0.50 on Bananas","","https://www.coupons.com/coupons/",2017-05-05 14:53:25
"ClariSpray®","$5.00","SAVE $5.00","on any ClariSpray® Nasal Allergy Spray","","https://www.coupons.com/coupons/",2017-05-05 14:53:25
"Starbucks VIA®","$1.00","SAVE $1.00","off any ONE (1) Starbucks VIA® Instant Refreshers™ beverage (5ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:25
"CREST®","$2.00","$2.00 OFF","ONE Crest® Pro-Health™ [HD] OR 3DWhite™ Brilliance 2-Step System (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:25
"VICKS®","$1.00","$1.00 OFF","ONE Vicks® VapoInhaler (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:25
"V&V Supremo®","$2.00","SAVE $2.00","on ONE (1) V&V Supremo® Shredded Chihuahua® Quesadilla Cheese (2 lb.)","","https://www.coupons.com/coupons/",2017-05-05 14:53:25
"Free Prescription Discount","13.00","*13.00 OFF!","Your prescriptions at most pharmacies","","https://www.coupons.com/coupons/",2017-05-05 14:53:25
"FLONASE® Sensimist™","$5.00","SAVE $5.00","on 120 Spray FLONASE® Sensimist™","","https://www.coupons.com/coupons/",2017-05-05 14:53:25
"Amopé GelActiv™","$3.50","$3.50 OFF","any ONE (1) Amopé GelActiv™ Insert","","https://www.coupons.com/coupons/",2017-05-05 14:53:26
"Starbucks VIA®","$1.00","SAVE $1.00","off any ONE (1) Starbucks VIA® Instant Latte (4ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:26
"DEPEND®","$2.00","SAVE $2.00","on any ONE (1) package of DEPEND® Real Fit® or Silhouette® Product (8 ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:26
"L'Oreal Paris","$2.00","SAVE $2.00","on ANY ONE (1) L'Oreal Paris EVER hair care treatment product","","https://www.coupons.com/coupons/",2017-05-05 14:53:26
"Enfamil","$5.00","SAVE $5.00","On Purchase of Any TWO (2) Enfamil Infant Formula Tubs (20.4 oz. - 22.5 oz.) (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:26
"Playtex® Sport® Compact Tampons","$1.00","SAVE $1.00","on any ONE (1) Playtex® Sport® Compact Tampons (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:26
"Muse® Cat Food","$4.00","SAVE $4.00","on one (1) bag of Muse® Natural Dry Cat Food, 4 lb or larger, any variety. Redeemable only at Pet Specialty Stores.","","https://www.coupons.com/coupons/",2017-05-05 14:53:26
"Betsy Farms®","$1.00","SAVE $1.00","on ONE (1) Betsy Farms Product","","https://www.coupons.com/coupons/",2017-05-05 14:53:26
"HORMEL® Brand","$1.00","SAVE $1.00","on the purchase of any one (1) HORMEL® Taco Meats product","","https://www.coupons.com/coupons/",2017-05-05 14:53:27
"Albolene","$5.00","SAVE $5.00","on one (1) bottle of Albolene Eye Makeup Remover (Redeemable at Walgreens)","","https://www.coupons.com/coupons/",2017-05-05 14:53:27
"PEPTO-BISMOL™","50¢","50¢ OFF","ONE Pepto-Bismol™ Children's Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:27
"Starbucks VIA®","$1.00","SAVE $1.00","off any ONE (1) Starbucks VIA® Instant Iced Coffee (5ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:27
"Muse® Cat Food","$1.69","BUY 3, GET 1 FREE","Buy (3) 2.1 oz. tubs or 3 oz cans of Muse® Wet Cat Food, get (1) FREE (up to $1.69). Redeemable only at Pet Specialty Stores.","","https://www.coupons.com/coupons/",2017-05-05 14:53:27
"METAMUCIL®","$2.00","$2.00 OFF","ONE Meta Appetite Control Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:27
"CLEARBLUE®","$1.00","$1.00 OFF","ONE Clearblue® Digital Pregnancy Test with Smart Countdown","","https://www.coupons.com/coupons/",2017-05-05 14:53:28
"ProNourish™ Drink","$2.00","SAVE $2.00","on any ONE (1) multipack of ProNourish™ Drink","","https://www.coupons.com/coupons/",2017-05-05 14:53:28
"Go & Grow by Similac®","$4.00","$4.00 OFF","any (1) Go & Grow by Similac® Toddler Drink (24oz or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:28
"DEPEND®","$2.00","SAVE $2.00","on any ONE (1) package of DEPEND® NIGHT DEFENSE* Underwear for Women (10 ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:28
"VICKS®","$1.00","$1.00 OFF","ONE Vicks® Sinex™ Nasal Spray Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:28
"DEPEND®","$2.00","SAVE $2.00","on any ONE (1) package of DEPEND® Shields or Guards for Men (8 ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:28
"FoodSaver® Bags","$3.00","$3.00 OFF","On any one (1) FoodSaver® Vacuum Seal Bag or Roll with a retail value of $8.00 or more","","https://www.coupons.com/coupons/",2017-05-05 14:53:28
"VICKS®","$1.00","$1.00 OFF","ONE Vicks® Sinex™ LiquiCaps Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:28
"Differin®","$3.00","$3.00 OFF","any Differin® Gel product (15g or 45g)","","https://www.coupons.com/coupons/",2017-05-05 14:53:28
"ALIGN®","$3.00","$3.00 OFF","ONE Align® Product 28ct or larger (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:29
"L'Oreal Paris","$1.00","SAVE $1.00","on ANY ONE (1) L'Oreal Paris Colorista hair color product","","https://www.coupons.com/coupons/",2017-05-05 14:53:29
"Florastor","$4.00","SAVE $4.00","one Florastor 20, 30 count, FlorastorMax, or FlorastorKids 20, 30 count","","https://www.coupons.com/coupons/",2017-05-05 14:53:29
"DEPEND®","$2.00","SAVE $2.00","on any ONE (1) package of DEPEND® Bed Protectors (8 ct. or larger)","","https://www.coupons.com/coupons/",2017-05-05 14:53:29
"AquaBall™","$0.40","SAVE $0.40","when you buy any SINGLE (1) bottle of AquaBall™ Naturally Flavored Water Drink (10 oz)","","https://www.coupons.com/coupons/",2017-05-05 14:53:29
"Little Remedies®","$4.00","SAVE $4.00","on any one (1) Little Remedies® New Baby Essentials Kit (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:29
"Balmex® Complete Protection","$2.00","$2.00 OFF","on ONE (1) Balmex® Complete Protection Diaper Rash Cream Product 16oz, 4oz or 3.5oz","","https://www.coupons.com/coupons/",2017-05-05 14:53:29
"AquaBall™","$1.50","SAVE $1.50","on any ONE (1) 6-pack of AquaBall™ Naturally Flavored Water drink","","https://www.coupons.com/coupons/",2017-05-05 14:53:30
"ALIGN®","$1.50","$1.50 OFF","ONE Align® Product 14ct (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:30
"ALIGN®","$3.00","$3.00 OFF","ONE Align® Adult Chewables Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:30
"Certain Dri®","$2.00","SAVE $2.00","On any one Certain Dri Product","","https://www.coupons.com/coupons/",2017-05-05 14:53:30
"STOPAIN®","$3.00","SAVE $3.00","on any ONE (1) Stopain® Product","","https://www.coupons.com/coupons/",2017-05-05 14:53:30
"ALIGN®","$3.00","$3.00 OFF","ONE Align Jr. Product (excludes trial/travel size)","","https://www.coupons.com/coupons/",2017-05-05 14:53:30
"FoodSaver® Appliances","$10.00","$10.00 OFF","On any one (1) FoodSaver® Food Preservation System with a retail value of $69 or more","","https://www.coupons.com/coupons/",2017-05-05 14:53:30
"Florastor","$6","SAVE $6","on one Florastor® 50 capsule box","","https://www.coupons.com/coupons/",2017-05-05 14:53:30
"JointFlex","$3.00","$3.00 OFF","On One 4.0 oz. tube of JointFlex Pain Relieving Cream","","https://www.coupons.com/coupons/",2017-05-05 14:53:31
"Carol's Daughter","$3.00","$3.00 OFF","on any ONE (1) Carol’s Daughter Haircare Product (Excludes all 2.0oz trial sizes)","","https://www.coupons.com/coupons/",2017-05-05 14:53:31
"Cosequin® for Dogs","$2.50","SAVE $2.50","on any Cosequin® Joint Health Supplement for Dogs","","https://www.coupons.com/coupons/",2017-05-05 14:53:31
"Vanquish","$3.00","$3.00 OFF","On any size of Vanquish caplets (100 or 120 count)","","https://www.coupons.com/coupons/",2017-05-05 14:53:31
"Advecta™","$2.00","SAVE $2.00","on any ONE (1) Advecta Product","","https://www.coupons.com/coupons/",2017-05-05 14:53:31
"alli","$5.00","$5.00 OFF","on ONE (1) alli® 60Ct Starter Pack","","https://www.coupons.com/coupons/",2017-05-05 14:53:31
"revv® Coffee K-Cup® Pods","$1.50","SAVE $1.50","On any (1) revv® Coffee K-Cup® Pod (16 count)","","https://www.coupons.com/coupons/",2017-05-05 14:53:31
"HORMEL® NATURAL CHOICE® Brand","$0.50","SAVE $0.50","on the purchase of any one (1) HORMEL® NATURAL CHOICE® Deli Meat product","","https://www.coupons.com/coupons/",2017-05-05 14:53:32
"PetLock®","$3.00","SAVE $3.00","on any ONE (1) PetLock Product","","https://www.coupons.com/coupons/",2017-05-05 14:53:32
"Dynamiclear™","$3.50","SAVE $3.50","on ONE (1) Dynamiclear™ Cold Sore Treatment","","https://www.coupons.com/coupons/",2017-05-05 14:53:32
"ZONNIC","$2.00","SAVE $2.00","Off any ONE (1) ZONNIC® Nicotine Gum or Mini Lozenge","","https://www.coupons.com/coupons/",2017-05-05 14:53:32
"Rachael Ray™ Nutrish®","","BUY 3 GET 1 FREE","Buy any THREE (3) tubs of Rachael Ray™ Nutrish® Wet Cat Food and get ONE (1) free (Available at Walmart)","","https://www.coupons.com/coupons/",2017-05-05 14:53:33
"FreeStyle Precision Neo blood glucose meter","$5.00","$5.00 OFF","when you purchase ONE (1) FreeStyle Precision Neo meter (no prescription required)","","https://www.coupons.com/coupons/",2017-05-05 14:53:33
"Mucinex","$4","SAVE $4","on TWO (2) Mucinex® products 28ct or larger (Available at CVS)","","https://www.coupons.com/coupons/",2017-05-05 14:53:33
"Albolene","$5.00","SAVE $5.00","on one (1) bottle of Albolene Eye Makeup Remover (Redeemable at CVS)","","https://www.coupons.com/coupons/",2017-05-05 14:53:33
"Lysol®","$0.75","CLICK AND SAVE","Click and Save $0.75 OFF any ONE (1) Lysol Automatic Toilet Bowl Cleaner","","https://www.coupons.com/coupons/",2017-05-05 14:53:33
"New Ad Savings","","DOLLAR GENERAL","Combine Digital Coupons With Weekly Ad Prices For Even More Savings!","","https://www.coupons.com/coupons/",2017-05-05 14:53:34
