brand,cashback,offer,details,url,source,date_time
"barneysnewyork","3.0%","3.0% Cash Back","Get a great deal from See all Barneys New York plus  3.0% Cash Back  from Ebates!","barneysnewyork.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"barneyswarehouse","3.0%","3.0% Cash Back","Get a great deal from See all Barneys Warehouse plus  3.0% Cash Back  from Ebates!","barneyswarehouse.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"darphin","3.0%","3.0% Cash Back","Get a great deal from See all Darphin plus  3.0% Cash Back  from Ebates!","darphin.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"farfetch","3.0%","3.0% Cash Back","Get a great deal from See all Farfetch plus  3.0% Cash Back  from Ebates!","farfetch.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"helmutlang","3.0%","3.0% Cash Back","Get a great deal from See all Helmut Lang plus  3.0% Cash Back  from Ebates!","helmutlang.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"jomalone","3.0%","3.0% Cash Back","Get a great deal from See all Jo Malone London plus  3.0% Cash Back  from Ebates!","jomalone.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"judithripka","3.0%","3.0% Cash Back","Get a great deal from See all Judith Ripka plus  3.0% Cash Back  from Ebates!","judithripka.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"kellywearstler","3.0%","3.0% Cash Back","Get a great deal from See all Kelly Wearstler plus  3.0% Cash Back  from Ebates!","kellywearstler.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"loccitane","3.0%","3.0% Cash Back","Get a great deal from See all L'OCCITANE plus  3.0% Cash Back  from Ebates!","loccitane.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"lagarconne","3.0%","3.0% Cash Back","Get a great deal from See all La Garconne plus  3.0% Cash Back  from Ebates!","lagarconne.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:19
"lamer","3.0%","3.0% Cash Back","Get a great deal from See all La Mer plus  3.0% Cash Back  from Ebates!","lamer.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"michaelkors","3.0%","3.0% Cash Back","Get a great deal from See all Michael Kors plus  3.0% Cash Back  from Ebates!","michaelkors.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"modaoperandi","3.0%","3.0% Cash Back","Get a great deal from See all Moda Operandi plus  3.0% Cash Back  from Ebates!","modaoperandi.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"moschino","3.0%","3.0% Cash Back","Get a great deal from See all Moschino plus  3.0% Cash Back  from Ebates!","moschino.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"mrporter","3.0%","3.0% Cash Back","Get a great deal from See all MR PORTER plus  3.0% Cash Back  from Ebates!","mrporter.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"mytheresa","3.0%","3.0% Cash Back","Get a great deal from See all mytheresa.com plus  3.0% Cash Back  from Ebates!","mytheresa.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"neimanmarcus","3.0%","3.0% Cash Back","Get a great deal from See all Neiman Marcus plus  3.0% Cash Back  from Ebates!","neimanmarcus.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"theoutnet","3.0%","3.0% Cash Back","Get a great deal from See all The Outnet.com plus  3.0% Cash Back  from Ebates!","theoutnet.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"reissonline","3.0%","3.0% Cash Back","Get a great deal from See all Reiss Online plus  3.0% Cash Back  from Ebates!","reissonline.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"shuuemura","3.0%","3.0% Cash Back","Get a great deal from See all Shu Uemura plus  3.0% Cash Back  from Ebates!","shuuemura.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"theory","3.0%","3.0% Cash Back","Get a great deal from See all Theory plus  3.0% Cash Back  from Ebates!","theory.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"thomaspink","3.0%","3.0% Cash Back","Get a great deal from See all Thomas Pink plus  3.0% Cash Back  from Ebates!","thomaspink.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"philliplim","3.0%","3.0% Cash Back","Get a great deal from See all 3.1 Phillip Lim plus  3.0% Cash Back  from Ebates!","philliplim.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"7forallmankind","3.0%","3.0% Cash Back","Get a great deal from See all 7 For All Mankind plus  3.0% Cash Back  from Ebates!","7forallmankind.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:20
"colehaan","2.5%","2.5% Cash Back","Get a great deal from See all Cole Haan plus  2.5% Cash Back  from Ebates!","colehaan.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"designwithinreach","2.5%","2.5% Cash Back","Get a great deal from See all Design Within Reach plus  2.5% Cash Back  from Ebates!","designwithinreach.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"marcjacobs","2.5%","2.5% Cash Back","Get a great deal from See all Marc Jacobs plus  2.5% Cash Back  from Ebates!","marcjacobs.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"ralphlauren","2.5%","2.5% Cash Back","Get a great deal from See all Ralph Lauren plus  2.5% Cash Back  from Ebates!","ralphlauren.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"spacenk","2.5%","2.5% Cash Back","Get a great deal from See all Space NK plus  2.5% Cash Back  from Ebates!","spacenk.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"toryburch","2.5%","2.5% Cash Back","Get a great deal from See all Tory Burch plus  2.5% Cash Back  from Ebates!","toryburch.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"tumiluggage","2.5%","2.5% Cash Back","Get a great deal from See all TUMI Luggage plus  2.5% Cash Back  from Ebates!","tumiluggage.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"allsaints","2.0%","2.0% Cash Back","Get a great deal from See all AllSaints plus  2.0% Cash Back  from Ebates!","allsaints.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"oscardelarenta2","2.0%","2.0% Cash Back","Get a great deal from See all Oscar de la Renta plus  2.0% Cash Back  from Ebates!","oscardelarenta2.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"renttherunway","2.0%","2.0% Cash Back","Get a great deal from See all Rent the Runway plus  2.0% Cash Back  from Ebates!","renttherunway.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"shopbop","2.0%","2.0% Cash Back","Get a great deal from See all Shopbop plus  2.0% Cash Back  from Ebates!","shopbop.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"totokaelo","1.5%","1.5% Cash Back","Get a great deal from See all Totokaelo plus  1.5% Cash Back  from Ebates!","totokaelo.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:21
"yoox","1.5%","1.5% Cash Back","Get a great deal from See all YOOX plus  1.5% Cash Back  from Ebates!","yoox.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:22
"anthropologie","1.0%","1.0% Cash Back","Get a great deal from See all Anthropologie plus  1.0% Cash Back  from Ebates!","anthropologie.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:22
"bluenile","1.0%","1.0% Cash Back","Get a great deal from See all Blue Nile plus  1.0% Cash Back  from Ebates!","bluenile.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:22
"lululemon","1.0%","1.0% Cash Back","Get a great deal from See all Lululemon plus  1.0% Cash Back  from Ebates!","lululemon.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:22
"nordstromrack","1.0%","1.0% Cash Back","Get a great deal from See all Nordstrom Rack plus  1.0% Cash Back  from Ebates!","nordstromrack.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:22
"tedbaker-london","1.0%","1.0% Cash Back","Get a great deal from See all Ted Baker plus  1.0% Cash Back  from Ebates!","tedbaker-london.com","https://www.ebates.com/luxury/all-stores.htm",2017-05-05 14:49:22
"Macy's","2.5%","2.5% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:35
"Splendid","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:35
"American Eagle Outfitters","2.0%","2.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:35
"Petco","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:35
"buybuy BABY","2.0%","2.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Saks Fifth Avenue","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"John Varvatos","5.0%","5.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Men's Wearhouse","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"The Body Shop","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Jos. A. Bank","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Johnston & Murphy","5.0%","5.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Cost Plus World Market","2.0%","2.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Moosejaw","5.0%","5.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Bed Bath and Beyond","2.0%","2.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Fashion to Figure","2.5%","2.5% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"GNC","5.0%","5.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Crate and Barrel","1.0%","1.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"CB2","1.0%","1.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Lord & Taylor","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Saks OFF 5TH","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Rebecca Taylor","3.5%","3.5% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Tervis","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"New York & Company","2.5%","2.5% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Plow and Hearth","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"MAC Cosmetics","3.0%","3.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:36
"Claim Jumper","10.0%","10.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"Saltgrass Steak House","10.0%","10.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"G.H. Bass and Co.","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"Club Monaco","2.5%","2.5% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"Gap","2.0%","2.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"EXPRESS","2.5%","2.5% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"Ann Taylor","2.0%","2.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"charming charlie","1.0%","1.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"Clarks","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"Charlotte Russe","2.0%","2.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"Destination XL","2.5%","2.5% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"Under Armour","3.0%","3.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"Sunglass Hut","4.0%","4.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
"INTERMIX","8.0%","8.0% In-Store Cash Back","","","https://www.ebates.com/in-store.htm",2017-05-05 14:49:37
